Dataset,ML Algorithm,ML Parameters,Normalizer,Iterations,Fact Validation Approaches,Approaches Scores,#Approaches,Best Single Approach,Best Single Score,Experiment,Training AUC-ROC Min.,Training AUC-ROC Max.,Training AUC-ROC Mean,Training AUC-ROC Std. Dev.,Testing AUC-ROC Min.,Testing AUC-ROC Max.,Testing AUC-ROC Mean,Testing AUC-ROC Std. Dev.,Improvement
academicDiscipline,GradientBoostingClassifier600,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.6066666666666667, 'degree_product': 0.5711111111111111, 'jaccard': 0.6066666666666667, 'katz': 0.6022222222222222, 'kl': 0.6488888888888888, 'kl_rel': 0.6133333333333334, 'ks': 0.5688888888888889, 'pathent': 0.6044444444444445, 'simrank': 0.74, 'pra': 0.7333333333333333, 'predpath': 0.5333333333333333}",11,simrank,0.74,eval001.academicDiscipline,0.996638655462185,0.996638655462185,0.996638655462185,0,0.624444444444444,0.624444444444444,0.624444444444444,0,-0.115555555555555
foundationPlace,GradientBoostingClassifier1200,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.7175604334537372, 'degree_product': 0.6193387051958876, 'jaccard': 0.7040844679077523, 'katz': 0.9327590997499305, 'kl': 0.6326757432620171, 'kl_rel': 0.8694081689358156, 'ks': 0.7168657960544595, 'pathent': 0.8266185051403168, 'simrank': 0.7741039177549319, 'pra': 0.8278688524590163, 'predpath': 0.9335926646290638}",11,predpath,0.933592664629064,eval001.foundationPlace,0.979412886008387,0.979412886008387,0.979412886008387,0,0.831064184495693,0.831064184495693,0.831064184495693,0,-0.102528480133371
spouse,GradientBoostingClassifier1200,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.6198993110757817, 'degree_product': 0.34075251722310546, 'jaccard': 0.6577901430842608, 'katz': 0.7566242713301536, 'kl': 0.674350821409645, 'kl_rel': 0.5967143614202437, 'ks': 0.5826709062003179, 'pathent': 0.7880233174350821, 'simrank': 0.8381028086910439, 'pra': 0.9189189189189189, 'predpath': 0.9391891891891893}",11,predpath,0.939189189189189,eval001.spouse,0.977567567567568,0.977567567567568,0.977567567567568,0,0.872549019607843,0.872549019607843,0.872549019607843,0,-0.0666401695813461
academicDiscipline,GradientBoostingClassifier1200,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.6066666666666667, 'degree_product': 0.5711111111111111, 'jaccard': 0.6066666666666667, 'katz': 0.6022222222222222, 'kl': 0.6488888888888888, 'kl_rel': 0.6133333333333334, 'ks': 0.5688888888888889, 'pathent': 0.6044444444444445, 'simrank': 0.74, 'pra': 0.7333333333333333, 'predpath': 0.5333333333333333}",11,simrank,0.74,eval001.academicDiscipline,0.973949579831933,0.973949579831933,0.973949579831933,0,0.677777777777778,0.677777777777778,0.677777777777778,0,-0.0622222222222222
birthPlace,GradientBoostingClassifier1200,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.6392828999211978, 'degree_product': 0.48117190138466737, 'jaccard': 0.6549026229877295, 'katz': 0.6749690419903186, 'kl': 0.5653776877181133, 'kl_rel': 0.5506585612968591, 'ks': 0.5387819430372622, 'pathent': 0.6804007655071485, 'simrank': 0.5767477203647416, 'pra': 0.7790442418101993, 'predpath': 0.7548125633232017}",11,pra,0.779044241810199,eval001.birthPlace,0.972461814914645,0.972461814914645,0.972461814914645,0,0.726950354609929,0.726950354609929,0.726950354609929,0,-0.0520938872002701
academicDiscipline,GradientBoostingClassifier1500,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.6066666666666667, 'degree_product': 0.5711111111111111, 'jaccard': 0.6066666666666667, 'katz': 0.6022222222222222, 'kl': 0.6488888888888888, 'kl_rel': 0.6133333333333334, 'ks': 0.5688888888888889, 'pathent': 0.6044444444444445, 'simrank': 0.74, 'pra': 0.7333333333333333, 'predpath': 0.5333333333333333}",11,simrank,0.74,eval001.academicDiscipline,0.99453781512605,0.99453781512605,0.99453781512605,0,0.691111111111111,0.691111111111111,0.691111111111111,0,-0.0488888888888889
spouse,GradientBoostingClassifier1200,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.6198993110757817, 'degree_product': 0.34075251722310546, 'jaccard': 0.6577901430842608, 'katz': 0.7566242713301536, 'kl': 0.674350821409645, 'kl_rel': 0.5967143614202437, 'ks': 0.5826709062003179, 'pathent': 0.7880233174350821, 'simrank': 0.8381028086910439, 'pra': 0.9189189189189189, 'predpath': 0.9391891891891893}",11,predpath,0.939189189189189,eval001.spouse,0.975135135135135,0.975135135135135,0.975135135135135,0,0.903550609432962,0.903550609432962,0.903550609432962,0,-0.0356385797562269
director,GradientBoostingClassifier1500,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.46222222222222226, 'degree_product': 0.5777777777777777, 'jaccard': 0.46222222222222226, 'katz': 0.6555555555555554, 'kl': 0.5, 'kl_rel': 0.5444444444444444, 'ks': 0.48888888888888893, 'pathent': 0.76, 'simrank': 0.5822222222222222, 'pra': 0.7666666666666666, 'predpath': 0.8333333333333334}",11,predpath,0.833333333333333,eval001.director,0.995102040816327,0.995102040816327,0.995102040816327,0,0.8,0.8,0.8,0,-0.0333333333333334
birthPlace,GradientBoostingClassifier1200,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.6392828999211978, 'degree_product': 0.48117190138466737, 'jaccard': 0.6549026229877295, 'katz': 0.6749690419903186, 'kl': 0.5653776877181133, 'kl_rel': 0.5506585612968591, 'ks': 0.5387819430372622, 'pathent': 0.6804007655071485, 'simrank': 0.5767477203647416, 'pra': 0.7790442418101993, 'predpath': 0.7548125633232017}",11,pra,0.779044241810199,eval001.birthPlace,0.95884995507637,0.95884995507637,0.95884995507637,0,0.749352696161207,0.749352696161207,0.749352696161207,0,-0.0296915456489925
director,GradientBoostingClassifier1200,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.46222222222222226, 'degree_product': 0.5777777777777777, 'jaccard': 0.46222222222222226, 'katz': 0.6555555555555554, 'kl': 0.5, 'kl_rel': 0.5444444444444444, 'ks': 0.48888888888888893, 'pathent': 0.76, 'simrank': 0.5822222222222222, 'pra': 0.7666666666666666, 'predpath': 0.8333333333333334}",11,predpath,0.833333333333333,eval001.director,0.973877551020408,0.973877551020408,0.973877551020408,0,0.811111111111111,0.811111111111111,0.811111111111111,0,-0.0222222222222222
spouse,GradientBoostingClassifier1200,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.6198993110757817, 'degree_product': 0.34075251722310546, 'jaccard': 0.6577901430842608, 'katz': 0.7566242713301536, 'kl': 0.674350821409645, 'kl_rel': 0.5967143614202437, 'ks': 0.5826709062003179, 'pathent': 0.7880233174350821, 'simrank': 0.8381028086910439, 'pra': 0.9189189189189189, 'predpath': 0.9391891891891893}",11,predpath,0.939189189189189,eval001.spouse,0.966486486486487,0.966486486486487,0.966486486486487,0,0.925543190249073,0.925543190249073,0.925543190249073,0,-0.0136459989401166
spouse,GradientBoostingClassifier1200,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.6198993110757817, 'degree_product': 0.34075251722310546, 'jaccard': 0.6577901430842608, 'katz': 0.7566242713301536, 'kl': 0.674350821409645, 'kl_rel': 0.5967143614202437, 'ks': 0.5826709062003179, 'pathent': 0.7880233174350821, 'simrank': 0.8381028086910439, 'pra': 0.9189189189189189, 'predpath': 0.9391891891891893}",11,predpath,0.939189189189189,eval001.spouse,0.974864864864865,0.974864864864865,0.974864864864865,0,0.934287228404875,0.934287228404875,0.934287228404875,0,-0.00490196078431371
affiliation,GradientBoostingClassifier1200,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.3111111111111111, 'degree_product': 0.5511111111111111, 'jaccard': 0.3466666666666667, 'katz': 0.5733333333333334, 'kl': 0.5022222222222222, 'kl_rel': 0.5733333333333334, 'ks': 0.6444444444444445, 'pathent': 0.6177777777777778, 'simrank': 0.4533333333333333, 'pra': 0.6, 'predpath': 0.9}",11,predpath,0.9,eval001.affiliation,"1,00","1,00","1,00",0,0.895555555555556,0.895555555555556,0.895555555555556,0,-0.00444444444444447
deathPlace,GradientBoostingClassifier1200,default,Normalizer,1,"adamic_adar, degree_product, jaccard, katz, kl, kl_rel, ks, pathent, pra, predpath, simrank","{'adamic_adar': 0.6809617547806524, 'degree_product': 0.5939538807649044, 'jaccard': 0.6351799775028122, 'katz': 0.7540494938132734, 'kl': 0.6350393700787401, 'kl_rel': 0.6443194600674916, 'ks': 0.6401012373453319, 'pathent': 0.7243532058492688, 'simrank': 0.6577615298087739, 'pra': 0.7710911136107986, 'predpath': 0.7708098987626546}",11,pra,0.771091113610799,eval001.deathPlace,0.900177462289264,0.900177462289264,0.900177462289264,0,0.770416197975253,0.770416197975253,0.770416197975253,0,-0.000674915635545448
