subject,predicate,object,truth,kl_rel,degree_product,jaccard,kl,adamic_adar,katz,simrank,ks,predpath,pathent,pra,ensemble_score
http://dbpedia.org/resource/Unite_Asia,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Hong_Kong,1,0.743445,8544.0,0.0,0.106839,0.0,0.816125,0.000694,0.079429,0.0,4354.949038,1.0,0.7955848981913414
http://dbpedia.org/resource/Hub_Culture,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Hong_Kong,1,0.078117,46992.0,0.0,0.061723,0.0,0.011875,3e-05,0.035645,1.0,1273.932614,0.0,0.9899023703767358
http://dbpedia.org/resource/BloomNation,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Santa_Monica,_California",1,0.743445,4002.0,0.0,0.122012,0.0,0.199375,0.000165,0.095151,0.0,2764.083641,1.0,0.7955848981913414
http://dbpedia.org/resource/U2opia_Mobile,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Singapore,1,0.024241,3850.0,0.0,0.051457,0.0,0.010375,3.3e-05,0.00248,1.0,1258.948898,0.0,0.9908794015375892
http://dbpedia.org/resource/Lexulous,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Kolkata,1,0.664915,13716.0,0.000583,0.109409,0.212278,1.427125,0.000815,0.081801,1.0,3631.993081,1.0,0.9986167466199196
http://dbpedia.org/resource/Blipfoto,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Edinburgh,1,0.743445,9195.0,0.000326,0.110769,0.108585,0.653625,0.000449,0.08996,1.0,3945.053745,1.0,0.9986167466199196
http://dbpedia.org/resource/Coincheck,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Tokyo,1,0.664915,25420.0,0.000315,0.102491,0.504066,1.88125,0.001051,0.103204,1.0,3801.364727,1.0,0.9986167466199196
http://dbpedia.org/resource/MetaTV,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Sausalito,_California",1,0.075143,285.0,0.010309,0.057545,0.084576,0.02175,0.000958,0.012624,1.0,4630.114588,0.0,0.9727924149721863
http://dbpedia.org/resource/GuideDoc,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Barcelona,1,0.089245,5488.0,0.0,0.071468,0.0,0.002375,0.000252,0.024353,0.0,273.086507,0.0,0.27704473600771345
http://dbpedia.org/resource/Live_Well_Financial,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Richmond,_Virginia",1,0.069913,3302.0,0.0,0.047787,0.0,0.07975,0.000385,0.009415,1.0,3684.390522,0.0,0.9905914113921211
http://dbpedia.org/resource/Good_Deeds_Global,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Houston,1,0.095438,13964.0,0.000286,0.054136,0.107367,0.212125,0.000156,0.017252,1.0,3060.123934,0.0,0.9727924149721863
http://dbpedia.org/resource/Dacadoo,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Zürich,1,0.057242,21280.0,0.0,0.057474,0.0,0.00625,1.9e-05,0.026559,1.0,701.76386,0.0,0.9862910400100482
http://dbpedia.org/resource/Yasni,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/resource/Frankfurt,1,0.664915,8554.0,0.00163,0.123331,0.241075,0.238375,0.000284,0.098725,1.0,3756.965775,1.0,0.9986167466199196
http://dbpedia.org/resource/CD_Universe,http://dbpedia.org/ontology/foundationPlace,"http://dbpedia.org/resource/Wallingford,_Connecticut",1,0.030203,158.0,0.0,0.052004,0.0,0.0,5.6e-05,0.008167,0.0,-17.095437,0.0,0.27704473600771345
http://dbpedia.org/resource/Amar'e_Stoudemire,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Brooklyn_Nets,1,0.084432,19376.0,0.0,0.071652,0.0,0.123,0.000259,0.047686,1.0,3543.74853,1.0,0.9970152757473095
http://dbpedia.org/resource/Steve_Nash,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Brooklyn_Nets,1,0.646573,20068.0,0.0,0.132633,0.0,0.204,0.000244,0.154099,1.0,4428.551142,1.0,0.9970152757473095
http://dbpedia.org/resource/Nathan_Knight,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Minnesota_Timberwolves,1,0.333772,4136.0,0.002591,0.131186,1.442695,0.013375,0.003221,0.135535,1.0,1497.500548,0.0,0.9762069531889916
http://dbpedia.org/resource/Dwight_Howard,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Los_Angeles_Lakers,1,0.333772,20412.0,0.003846,0.120175,4.328085,0.05275,0.003079,0.262185,1.0,3571.396473,0.0,0.9762069531889916
http://dbpedia.org/resource/Rasheed_Wallace,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Memphis_Tigers_men's_basketball,1,0.077065,1840.0,0.0,0.08824,0.0,0.03625,0.000136,0.050536,1.0,8455.871695,1.0,0.9970152757473095
http://dbpedia.org/resource/Mitchell_Robinson,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/New_York_Knicks,1,0.487958,5656.0,0.001229,0.129962,1.442695,0.128625,0.004303,0.159124,1.0,3609.7929,0.0,0.9762069531889916
http://dbpedia.org/resource/Wayne_Embry,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Toronto_Raptors,1,0.09065,4381.0,0.0,0.077934,0.0,0.0535,0.000293,0.039317,1.0,4544.051364,1.0,0.9970152757473095
http://dbpedia.org/resource/Ben_Wallace,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Detroit_Pistons,1,0.711995,19680.0,0.002375,0.129713,2.88539,0.256625,0.002586,0.2663,1.0,4067.672585,1.0,0.9986167466199196
http://dbpedia.org/resource/Penns_Grove_High_School,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Devil,1,0.0245,105.0,0.0,0.049514,0.0,0.0,1.8e-05,0.012657,1.0,-17.684972,0.0,0.9862910400100482
http://dbpedia.org/resource/Chauncey_Billups,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Portland_Trail_Blazers,1,0.646573,16680.0,0.0,0.136598,0.0,0.187625,0.00036,0.13588,1.0,4683.351716,1.0,0.9970152757473095
http://dbpedia.org/resource/Jerry_West,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Los_Angeles_Clippers,1,0.113777,13275.0,0.0,0.081669,0.0,0.0185,0.000295,0.065768,1.0,3217.972715,0.0,0.9899023703767358
http://dbpedia.org/resource/Elton_Brand,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Philadelphia_76ers,1,0.333772,22175.0,0.002198,0.117911,2.88539,0.181875,0.002903,0.185052,1.0,3618.420756,1.0,0.9986167466199196
http://dbpedia.org/resource/Bernie_Bickerstaff,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Cleveland_Cavaliers,1,0.064962,4235.0,0.0,0.064225,0.0,0.089,0.000365,0.030741,1.0,4100.060593,1.0,0.9969751485680864
http://dbpedia.org/resource/Carmelo_Anthony,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Los_Angeles_Lakers,1,0.333772,24192.0,0.001271,0.120175,1.442695,0.0565,0.001296,0.116788,0.0,3504.763531,0.0,0.053897416415714994
http://dbpedia.org/resource/Rancocas_Valley_Regional_High_School,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Devil,1,0.031994,135.0,0.0,0.05566,0.0,0.0,1.3e-05,0.011696,1.0,-17.322403,0.0,0.9862910400100482
http://dbpedia.org/resource/Stephen_Curry,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Golden_State_Warriors,1,0.487958,26432.0,0.001167,0.129591,1.442695,0.1635,0.000957,0.184059,1.0,3408.805584,0.0,0.9762069531889916
http://dbpedia.org/resource/Carlos_Delfino,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/U.S._Victoria_Libertas_Pallacanestro,1,0.073474,2580.0,0.005376,0.082002,0.165361,0.004,0.00029,0.058882,1.0,318.46846,0.0,0.9762069531889916
http://dbpedia.org/resource/Tomáš_Satoranský,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Washington_Wizards,1,0.487958,13740.0,0.002837,0.132761,2.88539,0.111125,0.002764,0.242225,1.0,3585.036692,0.0,0.9762069531889916
http://dbpedia.org/resource/Scoonie_Penn,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Memphis_Grizzlies,1,0.082525,7587.0,0.0,0.074563,0.0,0.00925,0.000193,0.062887,1.0,1295.749815,0.0,0.9899023703767358
http://dbpedia.org/resource/Burlington_City_High_School,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Devil,1,0.027482,135.0,0.0,0.05023,0.0,0.0,1.9e-05,0.014463,1.0,-17.322403,0.0,0.9862910400100482
http://dbpedia.org/resource/Tayshaun_Prince,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Memphis_Grizzlies,1,0.333772,5901.0,0.003322,0.136398,1.442695,0.054,0.002052,0.147505,1.0,4214.649455,1.0,0.9986167466199196
http://dbpedia.org/resource/Harrison_Barnes,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Sacramento_Kings,1,0.333772,17080.0,0.001145,0.11844,1.442695,0.053875,0.002247,0.109807,1.0,3799.375906,0.0,0.9762069531889916
http://dbpedia.org/resource/Asjha_Jones,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Portland_Trail_Blazers,1,0.054139,10564.0,0.0,0.062323,0.0,0.0045,0.00011,0.024787,1.0,678.459067,0.0,0.9905914113921211
http://dbpedia.org/resource/Shaun_Livingston,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Golden_State_Warriors,1,0.134925,17346.0,0.0,0.085429,0.0,0.1425,0.000399,0.072972,1.0,3835.318252,1.0,0.9970152757473095
http://dbpedia.org/resource/Bradley_Beal,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Washington_Wizards,1,0.487958,10305.0,0.001427,0.132761,1.442695,0.117125,0.002317,0.176517,1.0,3595.759104,0.0,0.9762069531889916
http://dbpedia.org/resource/Kentavious_Caldwell-Pope,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Washington_Wizards,1,0.333772,8244.0,0.001433,0.121573,1.442695,0.018375,0.003063,0.105146,1.0,2161.072101,0.0,0.9762069531889916
http://dbpedia.org/resource/Kristaps_Porziņģis,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Washington_Wizards,1,0.333772,11679.0,0.001422,0.121573,1.442695,0.02675,0.001784,0.111602,0.0,3201.856396,0.0,0.06469418524870123
http://dbpedia.org/resource/Popeye_Jones,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Denver_Nuggets,1,0.333772,9571.0,0.001727,0.124588,1.442695,0.090375,0.002097,0.117482,1.0,4182.325138,1.0,0.9986167466199196
http://dbpedia.org/resource/Larry_Drew,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Los_Angeles_Clippers,1,0.333772,6372.0,0.001845,0.125503,1.442695,0.012125,0.002513,0.119517,1.0,1354.027124,0.0,0.9762069531889916
http://dbpedia.org/resource/Joe_Dumars,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Sacramento_Kings,1,0.090708,16226.0,0.0,0.073724,0.0,0.152875,0.000273,0.064021,1.0,3866.077859,1.0,0.9970152757473095
http://dbpedia.org/resource/Kurt_Rambis,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Los_Angeles_Lakers,1,0.333772,11340.0,0.002601,0.120175,2.88539,0.025,0.003684,0.180531,1.0,2691.950543,0.0,0.9762069531889916
http://dbpedia.org/resource/Derek_Fisher,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Los_Angeles_Sparks,1,0.646573,3655.0,0.004329,0.15697,0.176264,0.07225,0.000452,0.138705,1.0,5047.660233,1.0,0.9986167466199196
http://dbpedia.org/resource/Anthony_Parker,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Orlando_Magic,1,0.333772,11749.0,0.002445,0.13105,1.442695,0.06925,0.001061,0.139208,1.0,4114.709054,1.0,0.9986167466199196
http://dbpedia.org/resource/Kyle_Korver,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Brooklyn_Nets,1,0.487958,12456.0,0.0,0.132633,0.0,0.202125,0.000321,0.098282,1.0,3731.558922,1.0,0.9970152757473095
http://dbpedia.org/resource/Juan_Toscano-Anderson,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Golden_State_Warriors,1,0.333772,10738.0,0.001193,0.11891,1.442695,0.13725,0.002288,0.11098,1.0,3591.741373,1.0,0.9986167466199196
http://dbpedia.org/resource/Jason_Terry,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Grand_Rapids_Gold,1,0.646573,4340.0,0.004237,0.156742,0.160451,0.03675,0.000342,0.138021,1.0,4423.426457,1.0,0.9986167466199196
http://dbpedia.org/resource/Bob_Myers,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Golden_State_Warriors,1,0.134925,7434.0,0.0,0.085429,0.0,0.021125,0.000347,0.075832,1.0,3467.269521,1.0,0.9970152757473095
http://dbpedia.org/resource/Randy_Ayers,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Phoenix_Suns,1,0.081982,4960.0,0.0,0.074509,0.0,0.00575,0.000195,0.04542,1.0,807.286796,0.0,0.9899023703767358
http://dbpedia.org/resource/Hunterdon_Central_Regional_High_School,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Devil,1,0.033216,105.0,0.0,0.065822,0.0,0.0,1.5e-05,0.019511,1.0,-17.684972,0.0,0.9862910400100482
http://dbpedia.org/resource/DeMarcus_Cousins,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Denver_Nuggets,1,0.333772,11260.0,0.001718,0.124588,1.442695,0.027375,0.00191,0.113429,1.0,3616.604453,0.0,0.9762069531889916
http://dbpedia.org/resource/Rudy_Tomjanovich,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Minnesota_Timberwolves,1,0.073592,5264.0,0.0,0.069616,0.0,0.066875,0.000318,0.040067,1.0,4318.495319,1.0,0.9970152757473095
http://dbpedia.org/resource/Tyson_Chandler,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Dallas_Mavericks,1,0.333772,10605.0,0.003817,0.126299,2.88539,0.026875,0.003,0.200395,1.0,3395.699627,0.0,0.9762069531889916
http://dbpedia.org/resource/Tyson_Chandler,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Dallas_Mavericks,1,0.333772,10605.0,0.003817,0.126299,2.88539,0.026875,0.003,0.200395,1.0,3395.699627,0.0,0.9762069531889916
http://dbpedia.org/resource/Steven_Adams,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Memphis_Grizzlies,1,0.333772,3653.0,0.003413,0.136398,1.442695,0.01,0.002259,0.12294,1.0,1159.80464,0.0,0.9762069531889916
http://dbpedia.org/resource/Kyle_Kuzma,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Washington_Wizards,1,0.333772,7557.0,0.001435,0.121573,1.442695,0.02175,0.002715,0.110265,0.0,2718.279518,0.0,0.06469418524870123
http://dbpedia.org/resource/Masai_Ujiri,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Toronto_Raptors,1,0.56192,5729.0,0.0,0.146626,0.0,0.055625,0.000216,0.145149,1.0,4516.299432,0.0,0.9899023703767358
http://dbpedia.org/resource/John_Lucas_III,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Los_Angeles_Lakers,1,0.079918,14364.0,0.0,0.072736,0.0,0.119125,0.00034,0.05031,1.0,3410.160957,1.0,0.9970152757473095
http://dbpedia.org/resource/Nazr_Mohammed,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Oklahoma_City_Blue,1,0.081414,4539.0,0.0,0.069194,0.0,0.000125,0.000234,0.039594,1.0,5.246831,0.0,0.9899023703767358
http://dbpedia.org/resource/Ivan_Toplak__CareerStation__7,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Stanford_University,1,0.122322,3104.0,0.000322,0.080595,0.296974,0.0025,0.000748,0.021362,1.0,14.686085,0.0,0.9727924149721863
http://dbpedia.org/resource/Michael_Malone_(basketball),http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Denver_Nuggets,1,0.646573,3378.0,0.0,0.136365,0.0,0.157,0.000264,0.117442,1.0,4253.303506,1.0,0.9970152757473095
http://dbpedia.org/resource/Damian_Lillard,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Portland_Trail_Blazers,1,0.487958,11676.0,0.001736,0.136598,1.442695,0.1805,0.001162,0.183657,1.0,6863.531606,1.0,0.9986167466199196
http://dbpedia.org/resource/Brian_Shaw,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Los_Angeles_Clippers,1,0.091423,11151.0,0.0,0.078715,0.0,0.086875,0.000269,0.05433,1.0,3927.780695,1.0,0.9970152757473095
http://dbpedia.org/resource/Aaron_Gordon,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Denver_Nuggets,1,0.333772,9571.0,0.001727,0.124588,1.442695,0.105125,0.001562,0.121383,1.0,3699.181274,1.0,0.9986167466199196
http://dbpedia.org/resource/Sy_Rosenthal,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Boston_Red_Sox,1,0.559993,2607.0,0.0,0.128744,0.0,0.257125,5.3e-05,0.08566,1.0,3938.280354,1.0,0.9970152757473095
http://dbpedia.org/resource/Al_Horford,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Boston_Celtics,1,0.333772,16233.0,0.002525,0.119855,2.88539,0.040875,0.002907,0.177739,1.0,3519.727568,0.0,0.9762069531889916
http://dbpedia.org/resource/Elston_Turner,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Minnesota_Timberwolves,1,0.077481,6016.0,0.0,0.075152,0.0,0.012625,0.000206,0.038402,0.0,1730.334389,0.0,0.2681313773352377
http://dbpedia.org/resource/Doc_Rivers,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Philadelphia_76ers,1,0.646573,17740.0,0.0,0.128405,0.0,0.275375,0.000327,0.114678,1.0,4430.139489,1.0,0.9970152757473095
http://dbpedia.org/resource/Clifford_Ray,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Houston_Rockets,1,0.07123,6798.0,0.0,0.06877,0.0,0.104125,0.000441,0.03713,1.0,3673.194177,1.0,0.9970152757473095
http://dbpedia.org/resource/Steve_Kerr,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Golden_State_Warriors,1,0.646573,20650.0,0.0,0.129591,0.0,0.260625,0.000293,0.137842,1.0,4834.760168,1.0,0.9970152757473095
http://dbpedia.org/resource/Scott_Brooks,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Portland_Trail_Blazers,1,0.082707,11120.0,0.0,0.07588,0.0,0.013625,0.000202,0.049116,1.0,2081.136794,0.0,0.9899023703767358
http://dbpedia.org/resource/Shane_Battier,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Miami_Heat,1,0.333772,9802.0,0.002488,0.131141,1.442695,0.026375,0.001704,0.11892,1.0,3487.458071,0.0,0.9762069531889916
http://dbpedia.org/resource/Vitaly_Potapenko,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Memphis_Grizzlies,1,0.077065,4496.0,0.0,0.070735,0.0,0.007625,0.000203,0.039001,1.0,1190.553834,0.0,0.9899023703767358
http://dbpedia.org/resource/Luis_Scola,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Pallacanestro_Varese,1,0.51605,6090.0,0.00431,0.158398,0.165361,0.0335,0.000223,0.123293,1.0,4550.565075,0.0,0.9762069531889916
http://dbpedia.org/resource/Eric_Bledsoe,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Portland_Trail_Blazers,1,0.333772,8896.0,0.001751,0.124783,1.442695,0.093375,0.002736,0.106884,1.0,3965.227291,1.0,0.9986167466199196
http://dbpedia.org/resource/Roy_Rogers_(basketball),http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Portland_Trail_Blazers,1,0.079643,7784.0,0.0,0.074243,0.0,0.011625,0.0002,0.035047,1.0,1577.28378,0.0,0.9899023703767358
http://dbpedia.org/resource/Gregg_Popovich,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/San_Antonio_Spurs,1,0.646573,6360.0,0.001848,0.137497,0.318929,0.160625,0.000768,0.216817,1.0,4865.348474,1.0,0.9986167466199196
http://dbpedia.org/resource/Ed_Stefanski,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Detroit_Pistons,1,0.56192,3280.0,0.0,0.129713,0.0,0.21525,0.000525,0.105269,1.0,3761.214602,1.0,0.9970152757473095
http://dbpedia.org/resource/Gerald_Green,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Rio_Grande_Valley_Vipers,1,0.074085,4389.0,0.004016,0.078896,0.160451,0.0365,0.000546,0.05385,1.0,4436.135247,1.0,0.9986167466199196
http://dbpedia.org/resource/Michael_Finley,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Dallas_Mavericks,1,0.333772,8080.0,0.001923,0.126299,1.442695,0.09,0.002275,0.117582,1.0,4411.667434,1.0,0.9986167466199196
http://dbpedia.org/resource/Sam_Cassell,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Philadelphia_76ers,1,0.079519,16853.0,0.0,0.071689,0.0,0.03,0.000316,0.043517,1.0,3683.493539,0.0,0.9899023703767358
http://dbpedia.org/resource/Amir_Johnson,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/NBA_G_League_Ignite,1,0.333772,738.0,0.035088,0.184955,1.603146,0.015875,0.003716,0.168864,1.0,2088.256674,1.0,0.9986167466199196
http://dbpedia.org/resource/Kenny_Payne,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/New_York_Knicks,1,0.095273,10504.0,0.0,0.076146,0.0,0.02125,0.000213,0.058961,1.0,2808.196044,0.0,0.9899023703767358
http://dbpedia.org/resource/Earl_Watson,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Toronto_Raptors,1,0.073345,5392.0,0.0,0.068264,0.0,0.055625,0.00027,0.034881,1.0,4493.870315,1.0,0.9970152757473095
http://dbpedia.org/resource/Sam_Presti,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/Oklahoma_City_Thunder,1,0.269285,744.0,0.005291,0.136531,0.910239,0.006625,0.005021,0.116159,1.0,731.666113,0.0,0.9762069531889916
http://dbpedia.org/resource/Brent_Barry,http://dbpedia.org/ontology/team,http://dbpedia.org/resource/San_Antonio_Spurs,1,0.333772,9010.0,0.001832,0.125533,1.442695,0.092125,0.001731,0.13104,1.0,4596.948384,1.0,0.9986167466199196
http://dbpedia.org/resource/E._E._Smith,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Skylark_DuQuesne,1,0.311997,147.0,0.037037,0.204423,0.513898,0.011375,0.004719,0.207401,1.0,1617.741964,1.0,0.9978926463963727
http://dbpedia.org/resource/L._Sprague_de_Camp,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Continent_Makers_and_Other_Tales_of_the_Viagens,1,0.157538,748.0,0.0,0.142234,0.0,0.034875,0.000902,0.128481,1.0,4252.376147,0.0,0.9650330568852977
http://dbpedia.org/resource/Charles_Stross,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Glasshouse_(novel),1,0.123737,117.0,0.0,0.120884,0.0,0.007125,0.001844,0.089552,1.0,1326.242857,1.0,0.9955144218257574
http://dbpedia.org/resource/Tanith_Lee,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Dreams_of_Dark_and_Light:_The_Great_Short_Fiction_of_Tanith_Lee,1,0.064992,222.0,0.0,0.082346,0.0,0.009,0.000628,0.03116,1.0,2218.518665,1.0,0.9954542088901225
http://dbpedia.org/resource/Cordwainer_Smith,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Norstrilia,1,0.076604,57.0,0.047619,0.091654,0.113482,0.00675,0.004406,0.029866,1.0,933.914075,1.0,0.9972389787513823
http://dbpedia.org/resource/Catherine_Crook_de_Camp,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Footprints_on_Sand,1,0.127542,112.0,0.0,0.102182,0.0,0.00525,0.000715,0.065688,1.0,940.284654,1.0,0.9955144218257574
http://dbpedia.org/resource/Jerry_Pournelle,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Footfall,1,0.155966,115.0,0.037037,0.124671,0.113482,0.009125,0.003019,0.07124,1.0,1229.818185,1.0,0.9978926463963727
http://dbpedia.org/resource/Todd_McCaffrey,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Dragonsblood,1,0.289312,72.0,0.133333,0.189514,0.872152,0.017875,0.011305,0.219749,1.0,2326.246415,1.0,0.9978926463963727
http://dbpedia.org/resource/Vernor_Vinge,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/A_Deepness_in_the_Sky,1,0.348592,147.0,0.12,0.219522,1.356152,0.02425,0.006791,0.349951,1.0,2618.124252,1.0,0.9978926463963727
http://dbpedia.org/resource/China_Miéville,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/King_Rat_(Miéville_novel),1,0.118658,66.0,0.041667,0.137041,0.192363,0.00775,0.003583,0.075421,1.0,1761.753236,1.0,0.9978926463963727
http://dbpedia.org/resource/Barry_B._Longyear,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Sea_of_Glass,1,0.061656,12.0,0.0,0.081322,0.0,0.001,0.000463,0.024316,1.0,178.591085,1.0,0.9954542088901225
http://dbpedia.org/resource/Nancy_Kress,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Beggars_in_Spain,1,0.311997,65.0,0.125,0.219522,0.627381,0.011875,0.008931,0.186265,1.0,1305.315068,1.0,0.9978926463963727
http://dbpedia.org/resource/Greg_Bear,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Darwin's_Radio,1,0.105271,92.0,0.0,0.101932,0.0,0.006125,0.001386,0.051789,1.0,1281.197376,1.0,0.9955144218257574
http://dbpedia.org/resource/John_Kessel,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Meeting_in_Infinity,1,0.076604,64.0,0.052632,0.0893,0.113482,0.006375,0.002712,0.032716,1.0,1301.201276,1.0,0.9972389787513823
http://dbpedia.org/resource/John_Wyndham,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/The_Outward_Urge,1,0.348592,120.0,0.083333,0.227211,1.24267,0.01775,0.007805,0.332355,1.0,2476.658786,1.0,0.9978926463963727
http://dbpedia.org/resource/Eric_Flint,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/1635:_The_Cannon_Law,1,0.311997,320.0,0.105263,0.190531,1.477931,0.035375,0.00648,0.260562,1.0,5891.041874,1.0,0.9978926463963727
http://dbpedia.org/resource/Gardner_Dozois,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Galactic_Empires_(anthology),1,0.182232,100.0,0.0,0.15334,0.0,0.00475,0.000583,0.090074,1.0,824.041934,1.0,0.9955144218257574
http://dbpedia.org/resource/Ian_Curtis,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Touching_from_a_Distance,1,0.051617,104.0,0.0,0.057737,0.0,0.004625,0.000646,0.029813,1.0,1696.456645,1.0,0.9954542088901225
http://dbpedia.org/resource/Robert_A._Heinlein,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/I_Will_Fear_No_Evil,1,0.295586,243.0,0.02439,0.239346,0.594381,0.027125,0.006183,0.139578,1.0,4651.886061,0.0,0.9423463013489448
http://dbpedia.org/resource/Eugene_Byrne,http://dbpedia.org/ontology/author,http://dbpedia.org/resource/Back_in_the_USSA,1,0.0,4.0,0.0,0.0,0.0,0.0005,0.000472,0.0,1.0,96.328446,1.0,0.9960197077785452
